"","response","age","whitecollar","bluecollar","other_job","divorced","married","single","primary","secondary","tertiary","unknown_edu"
"4257","Yes",34,0,0,1,0,1,0,1,0,0,0
"4258","No",32,0,1,0,0,1,0,0,1,0,0
"4259","No",29,1,0,0,0,0,1,0,0,1,0
"4260","No",32,0,1,0,0,0,1,0,1,0,0
"4261","No",50,0,0,1,0,0,1,0,0,0,1
"4264","Yes",25,0,0,1,0,1,0,0,0,1,0
"4265","No",57,0,1,0,0,1,0,0,1,0,0
"4266","No",30,0,1,0,0,0,1,0,1,0,0
"4267","No",26,0,1,0,0,0,1,0,1,0,0
"4268","No",50,0,1,0,0,0,1,1,0,0,0
"4269","No",39,0,1,0,0,1,0,0,1,0,0
"4270","No",45,0,1,0,0,1,0,1,0,0,0
"4271","No",37,1,0,0,1,0,0,0,0,1,0
"4272","No",47,0,1,0,1,0,0,1,0,0,0
"4274","No",40,1,0,0,0,1,0,0,1,0,0
"4275","No",35,0,1,0,0,1,0,1,0,0,0
"4276","Yes",53,1,0,0,0,1,0,0,0,1,0
"4278","No",54,0,1,0,0,1,0,0,1,0,0
"4279","No",35,1,0,0,0,0,1,0,1,0,0
"4280","No",31,0,0,1,0,1,0,0,0,0,1
"4281","No",46,0,1,0,1,0,0,0,1,0,0
"4283","Yes",34,1,0,0,1,0,0,0,1,0,0
"4284","No",46,0,1,0,1,0,0,0,1,0,0
"4286","No",37,1,0,0,0,1,0,0,0,1,0
"4287","No",39,1,0,0,0,1,0,0,0,1,0
"4288","No",50,0,1,0,0,1,0,0,0,1,0
"4289","No",44,0,1,0,1,0,0,0,1,0,0
"4290","No",56,1,0,0,0,1,0,0,1,0,0
"4292","No",36,0,1,0,0,1,0,0,1,0,0
"4293","No",33,1,0,0,0,1,0,0,0,1,0
"4294","No",33,0,1,0,0,0,1,0,1,0,0
"4295","No",42,0,1,0,0,1,0,0,1,0,0
"4296","No",30,1,0,0,0,0,1,0,0,1,0
"4297","No",33,1,0,0,0,0,1,0,1,0,0
"4298","No",26,0,1,0,0,0,1,0,1,0,0
"4299","No",26,1,0,0,0,0,1,0,1,0,0
"4300","No",37,0,1,0,0,1,0,0,1,0,0
"4301","Yes",59,0,0,1,0,1,0,1,0,0,0
"4302","No",49,0,1,0,0,1,0,1,0,0,0
"4303","No",33,0,1,0,0,0,1,1,0,0,0
"4304","No",46,0,1,0,0,0,1,0,1,0,0
"4305","No",55,1,0,0,0,1,0,1,0,0,0
"4306","No",49,0,1,0,0,1,0,0,0,1,0
"4307","No",51,0,1,0,0,1,0,0,1,0,0
"4308","No",27,1,0,0,0,1,0,0,1,0,0
"4309","No",44,0,1,0,0,1,0,0,1,0,0
"4311","No",36,1,0,0,0,1,0,0,0,1,0
"4312","No",46,1,0,0,0,0,1,0,1,0,0
"4314","No",35,1,0,0,0,1,0,0,1,0,0
"4316","No",37,1,0,0,0,1,0,0,1,0,0
"4317","No",49,0,1,0,0,1,0,0,0,0,1
"4318","No",27,0,1,0,0,0,1,0,1,0,0
"4319","No",32,0,1,0,0,1,0,0,1,0,0
"4321","No",22,0,1,0,0,0,1,0,1,0,0
"4322","No",58,0,1,0,0,1,0,0,1,0,0
"4323","No",33,0,1,0,0,1,0,0,1,0,0
"4326","No",53,0,1,0,0,1,0,0,1,0,0
"4327","No",37,1,0,0,0,0,1,0,0,1,0
"4328","No",55,0,1,0,1,0,0,1,0,0,0
"4329","Yes",49,1,0,0,0,1,0,0,1,0,0
"4330","No",41,0,1,0,0,1,0,1,0,0,0
"4331","No",40,1,0,0,0,0,1,0,0,1,0
"4332","No",48,1,0,0,0,1,0,0,0,1,0
"4334","No",30,1,0,0,0,0,1,0,0,1,0
"4335","No",37,1,0,0,0,0,1,0,1,0,0
"4336","No",37,0,1,0,0,0,1,0,1,0,0
"4337","No",40,0,1,0,0,1,0,0,1,0,0
"4339","No",50,1,0,0,0,1,0,0,0,1,0
"4340","No",53,0,1,0,0,1,0,1,0,0,0
"4342","No",33,0,1,0,1,0,0,0,1,0,0
"4343","Yes",50,0,1,0,0,1,0,0,0,0,1
"4345","No",42,0,0,1,1,0,0,0,0,1,0
"4346","No",34,0,1,0,0,0,1,0,1,0,0
"4347","No",44,0,1,0,0,1,0,0,1,0,0
"4349","No",60,0,0,1,0,1,0,0,0,1,0
"4350","No",60,0,0,1,1,0,0,0,0,1,0
"4351","Yes",29,0,1,0,0,0,1,0,1,0,0
"4352","No",39,1,0,0,0,0,1,0,1,0,0
"4353","No",47,0,1,0,0,1,0,1,0,0,0
"4354","No",30,1,0,0,0,1,0,0,0,1,0
"4355","No",31,0,1,0,0,0,1,0,0,1,0
"4356","No",34,1,0,0,0,0,1,0,0,1,0
"4357","No",51,1,0,0,0,1,0,0,1,0,0
"4358","No",38,0,1,0,0,1,0,0,1,0,0
"4359","No",47,1,0,0,0,0,1,0,1,0,0
"4360","No",46,0,0,1,0,0,1,0,0,1,0
"4361","No",33,1,0,0,0,1,0,0,0,1,0
"4362","No",30,1,0,0,0,1,0,0,0,1,0
"4365","Yes",63,0,0,1,1,0,0,0,1,0,0
"4366","No",33,1,0,0,0,1,0,0,0,1,0
"4367","Yes",59,0,0,1,0,1,0,0,1,0,0
"4368","No",29,1,0,0,0,0,1,0,0,1,0
"4370","No",57,0,1,0,0,1,0,0,1,0,0
"4371","No",57,0,1,0,0,1,0,1,0,0,0
"4372","No",28,0,1,0,0,0,1,0,1,0,0
"4374","No",28,0,1,0,0,1,0,0,1,0,0
"4375","No",45,0,1,0,1,0,0,1,0,0,0
"4376","No",29,0,1,0,1,0,0,0,1,0,0
"4377","No",42,0,1,0,0,1,0,1,0,0,0
"4378","No",31,0,1,0,0,1,0,0,1,0,0
"4379","No",59,0,0,1,1,0,0,1,0,0,0
"4380","No",41,0,1,0,0,1,0,1,0,0,0
"4381","No",57,0,0,1,0,1,0,0,1,0,0
"4382","No",43,0,1,0,1,0,0,0,1,0,0
"4383","No",30,0,1,0,1,0,0,0,1,0,0
"4384","No",26,1,0,0,0,0,1,0,1,0,0
"4385","No",52,1,0,0,0,0,1,0,0,1,0
"4386","No",32,1,0,0,1,0,0,0,1,0,0
"4387","No",39,1,0,0,1,0,0,0,0,1,0
"4389","Yes",83,0,0,1,1,0,0,1,0,0,0
"4390","No",34,1,0,0,0,1,0,0,0,1,0
"4391","No",40,0,1,0,0,1,0,0,1,0,0
"4392","No",39,1,0,0,0,1,0,0,1,0,0
"4393","Yes",50,0,0,1,0,1,0,0,1,0,0
"4394","No",30,0,1,0,0,1,0,0,0,1,0
"4395","No",43,0,1,0,0,1,0,0,1,0,0
"4396","No",49,0,1,0,0,1,0,0,1,0,0
"4399","No",57,0,0,1,0,1,0,0,0,1,0
"4400","No",29,1,0,0,0,1,0,0,1,0,0
"4401","No",48,1,0,0,0,1,0,0,1,0,0
"4402","No",38,1,0,0,1,0,0,0,0,1,0
"4403","Yes",41,1,0,0,0,1,0,1,0,0,0
"4404","No",39,0,0,1,0,1,0,1,0,0,0
"4405","No",31,1,0,0,0,1,0,0,0,1,0
"4406","No",51,0,1,0,0,1,0,0,1,0,0
"4407","No",35,0,0,1,0,0,1,0,1,0,0
"4408","Yes",45,1,0,0,1,0,0,0,1,0,0
"4409","No",28,0,1,0,0,1,0,0,1,0,0
"4410","No",57,0,0,1,0,1,0,0,1,0,0
"4411","No",36,0,0,1,0,1,0,0,1,0,0
"4412","No",49,0,1,0,0,1,0,1,0,0,0
"4413","No",34,1,0,0,0,0,1,0,0,1,0
"4415","No",26,0,1,0,0,0,1,0,1,0,0
"4416","No",52,0,1,0,0,1,0,1,0,0,0
"4417","Yes",32,0,1,0,0,0,1,0,1,0,0
"4418","No",33,0,0,1,0,1,0,0,0,1,0
"4419","No",43,1,0,0,0,1,0,0,0,1,0
"4420","No",26,0,1,0,0,0,1,0,0,1,0
"4422","No",30,1,0,0,0,0,1,0,0,1,0
"4423","No",37,0,1,0,1,0,0,1,0,0,0
"4425","No",34,1,0,0,0,1,0,0,0,1,0
"4426","No",35,0,1,0,0,1,0,0,1,0,0
"4427","No",41,1,0,0,0,1,0,0,0,1,0
"4428","No",42,1,0,0,0,1,0,0,0,1,0
"4430","No",45,0,0,1,0,1,0,1,0,0,0
"4431","No",47,1,0,0,0,1,0,0,0,1,0
"4432","No",37,0,1,0,0,1,0,1,0,0,0
"4433","No",32,1,0,0,0,1,0,0,1,0,0
"4437","No",36,0,1,0,0,0,1,0,0,1,0
"4438","No",44,1,0,0,0,1,0,0,0,1,0
"4439","No",52,1,0,0,1,0,0,0,1,0,0
"4440","No",28,0,0,1,0,0,1,0,1,0,0
"4441","No",45,0,1,0,0,1,0,1,0,0,0
"4442","No",38,1,0,0,0,1,0,0,0,1,0
"4443","No",39,0,1,0,0,1,0,1,0,0,0
"4444","No",28,1,0,0,0,0,1,0,0,1,0
"4445","No",31,0,1,0,0,0,1,0,1,0,0
"4446","No",46,0,1,0,0,1,0,1,0,0,0
"4447","No",22,0,0,1,0,0,1,0,1,0,0
"4449","No",44,0,0,1,0,1,0,0,1,0,0
"4450","No",31,1,0,0,0,0,1,0,1,0,0
"4451","No",53,0,1,0,0,1,0,1,0,0,0
"4452","No",55,1,0,0,0,1,0,0,0,1,0
"4453","No",35,0,1,0,0,1,0,0,1,0,0
"4455","No",37,1,0,0,0,0,1,0,0,1,0
"4456","No",50,0,1,0,0,1,0,0,1,0,0
"4458","No",37,0,1,0,0,0,1,1,0,0,0
"4461","No",40,0,1,0,0,1,0,0,1,0,0
"4462","No",47,0,1,0,1,0,0,0,1,0,0
"4463","No",55,1,0,0,0,1,0,0,1,0,0
"4465","No",53,0,1,0,1,0,0,0,1,0,0
"4467","No",61,1,0,0,0,1,0,0,1,0,0
"4468","No",43,0,0,1,1,0,0,0,1,0,0
"4469","No",42,0,0,1,0,1,0,1,0,0,0
"4470","No",36,1,0,0,1,0,0,0,0,1,0
"4471","No",31,0,1,0,0,0,1,0,0,1,0
"4472","No",59,1,0,0,0,1,0,0,0,0,1
"4473","No",29,0,1,0,0,1,0,1,0,0,0
"4475","No",44,0,1,0,0,1,0,1,0,0,0
"4476","No",43,0,1,0,0,1,0,0,1,0,0
"4477","No",42,1,0,0,0,1,0,0,0,1,0
"4478","No",32,1,0,0,0,0,1,0,0,1,0
"4479","No",43,1,0,0,0,1,0,0,0,1,0
"4480","No",39,1,0,0,0,0,1,0,1,0,0
"4481","No",23,0,1,0,0,1,0,1,0,0,0
"4482","No",43,0,1,0,0,1,0,0,1,0,0
"4483","No",46,1,0,0,0,1,0,0,1,0,0
"4484","No",31,0,1,0,0,1,0,0,1,0,0
"4485","Yes",38,1,0,0,0,1,0,0,0,1,0
"4487","No",37,0,1,0,0,1,0,1,0,0,0
"4488","No",49,1,0,0,1,0,0,0,1,0,0
"4491","No",58,1,0,0,0,1,0,0,1,0,0
"4492","No",35,0,1,0,0,0,1,0,1,0,0
"4494","No",28,0,1,0,0,0,1,0,0,1,0
"4495","Yes",26,0,1,0,0,0,1,0,1,0,0
"4496","No",48,1,0,0,0,1,0,0,0,1,0
"4497","No",30,0,1,0,0,0,1,0,1,0,0
"4498","No",31,1,0,0,0,0,1,0,0,1,0
"4499","No",31,1,0,0,0,1,0,0,0,1,0
"4500","No",45,0,1,0,1,0,0,1,0,0,0
"4501","No",38,1,0,0,0,1,0,0,1,0,0
"4502","No",34,1,0,0,0,1,0,0,0,1,0
"4503","No",42,0,1,0,0,1,0,0,1,0,0
"4504","Yes",60,1,0,0,0,1,0,1,0,0,0
"4506","Yes",32,1,0,0,0,0,1,0,1,0,0
"4507","No",42,0,0,1,1,0,0,0,0,1,0
"4508","No",33,0,1,0,0,1,0,0,1,0,0
"4509","No",42,1,0,0,0,1,0,0,0,0,1
"4510","No",51,0,1,0,0,1,0,0,0,1,0
"4511","No",36,0,1,0,1,0,0,0,1,0,0
"4512","Yes",46,0,1,0,0,1,0,0,1,0,0
"4513","No",40,0,1,0,0,1,0,0,1,0,0
"4514","No",49,0,1,0,0,1,0,0,1,0,0
"4516","No",32,0,1,0,0,0,1,0,1,0,0
"4517","No",33,0,1,0,0,1,0,0,1,0,0
"4518","No",57,1,0,0,0,1,0,0,0,1,0
"4519","No",57,0,1,0,0,1,0,0,1,0,0
