"","y","age","jobtype","marital","education","default","balance","housing","loan"
"3834","No",47,"White Collar","Divorced","Secondary","No",1139,"Yes","No"
"3837","No",39,"Blue Collar","Married","Secondary","No",3663,"No","No"
"3838","No",53,"Blue Collar","Single","Unknown","No",0,"No","No"
"3839","No",47,"Blue Collar","Married","Secondary","Yes",-614,"Yes","No"
"3840","No",51,"Blue Collar","Divorced","Secondary","No",2323,"Yes","Yes"
"3841","No",48,"Blue Collar","Married","Secondary","No",425,"Yes","No"
"3842","No",32,"Blue Collar","Married","Secondary","No",5122,"No","No"
"3843","No",36,"White Collar","Divorced","Tertiary","No",608,"No","No"
"3846","No",31,"Blue Collar","Married","Secondary","No",1495,"Yes","Yes"
"3847","No",49,"White Collar","Married","Secondary","No",381,"No","No"
"3848","No",33,"Other/Unknown","Divorced","Secondary","No",385,"No","No"
"3850","No",27,"Blue Collar","Married","Secondary","No",362,"Yes","No"
"3853","No",45,"White Collar","Married","Secondary","No",194,"No","No"
"3854","Yes",54,"Blue Collar","Married","Secondary","No",-315,"No","Yes"
"3855","No",49,"Blue Collar","Married","Tertiary","No",1843,"Yes","No"
"3856","No",47,"Blue Collar","Married","Secondary","No",-9,"No","No"
"3857","No",42,"Other/Unknown","Married","Primary","No",83,"No","Yes"
"3858","No",50,"White Collar","Married","Tertiary","No",433,"Yes","No"
"3859","No",37,"White Collar","Married","Secondary","No",-107,"Yes","No"
"3860","No",54,"Blue Collar","Married","Primary","No",4503,"No","No"
"3861","No",40,"Blue Collar","Married","Secondary","No",51,"Yes","No"
"3862","No",50,"Blue Collar","Married","Secondary","No",961,"No","Yes"
"3863","No",57,"Other/Unknown","Married","Secondary","No",49,"Yes","Yes"
"3864","No",33,"Blue Collar","Married","Secondary","No",3470,"No","No"
"3865","No",49,"Blue Collar","Married","Secondary","No",-147,"Yes","No"
"3866","No",35,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3867","No",28,"Blue Collar","Single","Secondary","No",0,"Yes","No"
"3868","No",58,"White Collar","Married","Tertiary","No",172,"No","No"
"3869","No",31,"White Collar","Single","Secondary","No",-407,"No","Yes"
"3871","No",49,"Blue Collar","Single","Primary","No",1040,"No","No"
"3872","No",30,"Other/Unknown","Married","Secondary","No",142,"Yes","No"
"3873","No",29,"Blue Collar","Single","Secondary","No",209,"Yes","No"
"3874","No",50,"White Collar","Married","Unknown","No",3304,"No","No"
"3876","No",27,"Other/Unknown","Married","Secondary","No",4848,"Yes","Yes"
"3877","No",32,"Blue Collar","Single","Secondary","No",1670,"Yes","No"
"3878","No",62,"Other/Unknown","Married","Secondary","No",367,"No","No"
"3879","No",34,"Blue Collar","Single","Secondary","No",13683,"Yes","No"
"3880","No",25,"White Collar","Single","Tertiary","No",1420,"No","No"
"3881","No",34,"White Collar","Single","Tertiary","No",340,"Yes","No"
"3882","Yes",44,"Blue Collar","Single","Secondary","No",1679,"No","No"
"3883","No",38,"White Collar","Married","Tertiary","No",1198,"Yes","No"
"3886","No",41,"White Collar","Married","Secondary","No",1249,"Yes","No"
"3887","No",36,"White Collar","Single","Tertiary","No",678,"No","Yes"
"3888","No",27,"White Collar","Single","Tertiary","No",212,"Yes","No"
"3889","No",37,"Blue Collar","Divorced","Secondary","No",23,"No","No"
"3892","No",39,"White Collar","Married","Secondary","No",4722,"Yes","No"
"3893","No",35,"White Collar","Divorced","Tertiary","No",1555,"Yes","No"
"3894","No",40,"Blue Collar","Married","Secondary","No",61,"Yes","No"
"3895","No",38,"White Collar","Single","Tertiary","No",0,"Yes","No"
"3896","No",31,"Blue Collar","Married","Secondary","No",3706,"Yes","No"
"3898","No",53,"White Collar","Married","Primary","No",2096,"No","No"
"3899","No",59,"Blue Collar","Married","Primary","No",748,"No","No"
"3900","No",29,"White Collar","Single","Tertiary","No",3357,"No","No"
"3901","No",30,"White Collar","Single","Secondary","No",3809,"Yes","No"
"3902","No",52,"White Collar","Married","Secondary","No",395,"Yes","No"
"3903","No",55,"Blue Collar","Married","Secondary","No",1011,"Yes","No"
"3904","No",56,"Blue Collar","Married","Primary","No",420,"Yes","No"
"3905","No",32,"White Collar","Married","Secondary","No",76,"Yes","No"
"3906","No",24,"Blue Collar","Married","Secondary","No",0,"No","No"
"3907","No",51,"Blue Collar","Married","Primary","No",844,"Yes","No"
"3908","No",36,"White Collar","Married","Tertiary","No",1318,"Yes","No"
"3909","No",36,"Blue Collar","Married","Tertiary","No",167,"Yes","No"
"3910","Yes",42,"White Collar","Married","Tertiary","No",2187,"Yes","No"
"3911","No",49,"White Collar","Married","Secondary","No",14440,"Yes","No"
"3912","No",48,"White Collar","Married","Secondary","No",2294,"Yes","No"
"3913","No",36,"White Collar","Married","Secondary","No",80,"Yes","No"
"3914","No",48,"White Collar","Married","Primary","No",2537,"No","No"
"3915","Yes",30,"Blue Collar","Married","Tertiary","No",569,"No","No"
"3916","No",27,"White Collar","Single","Tertiary","Yes",0,"No","Yes"
"3917","No",38,"White Collar","Married","Tertiary","No",0,"Yes","No"
"3918","Yes",36,"Blue Collar","Single","Secondary","Yes",12,"No","No"
"3919","No",45,"Blue Collar","Married","Secondary","No",49,"No","No"
"3920","No",44,"Other/Unknown","Married","Tertiary","No",460,"No","No"
"3921","No",42,"Blue Collar","Married","Secondary","No",613,"Yes","No"
"3922","No",37,"White Collar","Married","Tertiary","No",7944,"No","No"
"3925","No",44,"Blue Collar","Married","Secondary","No",1989,"Yes","Yes"
"3926","No",48,"Blue Collar","Married","Secondary","No",17,"Yes","Yes"
"3927","No",56,"Other/Unknown","Married","Primary","No",-1,"No","No"
"3928","No",37,"White Collar","Married","Tertiary","No",1698,"Yes","No"
"3929","No",47,"Blue Collar","Married","Secondary","No",5306,"Yes","No"
"3934","No",39,"Blue Collar","Single","Secondary","No",471,"No","No"
"3935","No",40,"White Collar","Married","Tertiary","No",8902,"Yes","No"
"3936","No",38,"White Collar","Single","Tertiary","No",1704,"No","No"
"3937","Yes",34,"White Collar","Married","Tertiary","No",3050,"Yes","No"
"3938","No",53,"Other/Unknown","Married","Primary","No",2581,"No","No"
"3939","No",32,"Blue Collar","Married","Secondary","No",162,"Yes","No"
"3940","No",35,"Blue Collar","Married","Secondary","No",243,"Yes","No"
"3941","No",24,"Other/Unknown","Single","Secondary","No",1847,"No","No"
"3942","No",58,"Blue Collar","Married","Primary","No",0,"Yes","No"
"3943","Yes",49,"White Collar","Married","Primary","No",3371,"No","No"
"3945","No",55,"White Collar","Married","Tertiary","No",171,"Yes","No"
"3946","No",42,"White Collar","Married","Tertiary","No",157,"Yes","Yes"
"3947","No",28,"White Collar","Married","Secondary","No",934,"Yes","No"
"3948","No",48,"Blue Collar","Married","Secondary","No",-19,"No","Yes"
"3949","No",51,"White Collar","Single","Tertiary","Yes",-55,"Yes","No"
"3950","No",38,"Other/Unknown","Married","Primary","No",21,"No","No"
"3951","No",27,"Blue Collar","Single","Secondary","No",14,"No","No"
"3954","No",40,"White Collar","Married","Tertiary","No",51,"No","No"
"3955","No",29,"Blue Collar","Single","Secondary","No",-287,"Yes","No"
"3956","No",34,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"3957","Yes",44,"White Collar","Single","Tertiary","No",2734,"Yes","No"
"3958","No",50,"White Collar","Married","Tertiary","No",52,"No","No"
"3959","No",34,"White Collar","Married","Tertiary","No",2594,"Yes","No"
"3960","No",54,"Other/Unknown","Divorced","Primary","No",22,"No","No"
"3961","No",34,"Blue Collar","Married","Tertiary","No",1611,"Yes","No"
"3962","Yes",34,"White Collar","Single","Tertiary","No",18,"Yes","Yes"
"3963","No",52,"Blue Collar","Married","Primary","No",1331,"Yes","No"
"3964","No",60,"Other/Unknown","Married","Unknown","No",7337,"No","No"
"3965","No",39,"White Collar","Single","Secondary","No",835,"Yes","No"
"3966","No",58,"Other/Unknown","Married","Primary","No",5092,"No","No"
"3967","No",41,"Blue Collar","Divorced","Secondary","No",52,"No","No"
"3968","No",48,"Blue Collar","Married","Secondary","No",10655,"No","No"
"3969","No",58,"White Collar","Married","Tertiary","No",1831,"No","No"
"3970","No",40,"White Collar","Married","Primary","No",92,"Yes","No"
"3971","No",48,"White Collar","Married","Tertiary","No",586,"Yes","Yes"
"3972","No",52,"Blue Collar","Divorced","Primary","No",1758,"Yes","No"
"3974","No",25,"Blue Collar","Single","Secondary","No",959,"No","No"
"3975","No",54,"Other/Unknown","Married","Primary","No",208,"No","No"
"3976","No",34,"Blue Collar","Married","Secondary","No",-315,"Yes","No"
"3978","No",37,"White Collar","Married","Tertiary","No",801,"No","No"
"3980","No",32,"White Collar","Single","Tertiary","No",751,"Yes","No"
"3981","No",45,"Blue Collar","Married","Secondary","No",784,"Yes","Yes"
"3983","No",41,"White Collar","Married","Tertiary","No",72,"Yes","No"
"3984","No",40,"Blue Collar","Divorced","Tertiary","No",1871,"Yes","No"
"3985","No",44,"Blue Collar","Single","Secondary","No",1378,"Yes","No"
"3987","No",30,"Other/Unknown","Single","Tertiary","No",6836,"No","No"
"3988","No",32,"Blue Collar","Married","Secondary","No",61,"Yes","No"
"3989","No",57,"White Collar","Married","Secondary","No",-967,"Yes","No"
"3990","No",31,"Blue Collar","Single","Tertiary","No",462,"Yes","Yes"
"3991","No",49,"Other/Unknown","Married","Secondary","No",0,"No","No"
"3992","No",31,"White Collar","Single","Secondary","No",5527,"Yes","No"
"3993","No",41,"White Collar","Married","Tertiary","No",1287,"No","No"
"3994","No",44,"White Collar","Married","Tertiary","No",17361,"No","No"
"3995","No",54,"White Collar","Married","Unknown","No",1956,"No","No"
"3996","Yes",37,"Blue Collar","Divorced","Secondary","No",0,"Yes","No"
"3997","No",34,"White Collar","Married","Secondary","No",-294,"Yes","No"
"3998","No",43,"Blue Collar","Married","Secondary","No",275,"No","No"
"4000","No",44,"Blue Collar","Married","Secondary","No",27,"No","No"
"4002","No",36,"Blue Collar","Married","Secondary","No",191,"No","No"
"4003","No",58,"Blue Collar","Divorced","Secondary","No",-123,"No","No"
"4004","No",26,"Other/Unknown","Single","Secondary","No",-147,"No","No"
"4005","No",34,"Blue Collar","Single","Secondary","No",179,"No","No"
"4007","No",55,"Blue Collar","Married","Secondary","No",471,"Yes","No"
"4008","No",34,"White Collar","Married","Tertiary","No",105,"Yes","No"
"4009","No",41,"White Collar","Divorced","Secondary","No",1588,"Yes","Yes"
"4011","No",28,"Blue Collar","Single","Secondary","No",2700,"No","No"
"4012","No",41,"Blue Collar","Married","Secondary","No",1602,"Yes","No"
"4013","No",30,"White Collar","Married","Tertiary","No",0,"Yes","No"
"4014","No",39,"Blue Collar","Married","Unknown","No",839,"No","No"
"4015","No",41,"White Collar","Married","Secondary","No",21515,"Yes","No"
"4016","No",36,"Blue Collar","Married","Secondary","No",5902,"Yes","No"
"4017","No",37,"White Collar","Married","Tertiary","No",547,"Yes","Yes"
"4018","No",59,"White Collar","Married","Tertiary","No",3800,"No","Yes"
"4019","No",26,"Blue Collar","Single","Secondary","No",261,"Yes","No"
"4021","No",42,"White Collar","Married","Secondary","Yes",-34,"No","No"
"4022","Yes",46,"Blue Collar","Married","Unknown","No",9328,"Yes","No"
"4023","No",31,"White Collar","Married","Secondary","No",5,"Yes","Yes"
"4024","No",43,"Other/Unknown","Married","Secondary","No",3529,"No","No"
"4025","No",48,"Blue Collar","Single","Tertiary","No",2330,"Yes","No"
"4026","No",41,"Blue Collar","Married","Secondary","No",1334,"Yes","No"
"4027","No",32,"White Collar","Married","Tertiary","No",3601,"No","No"
"4028","No",45,"Blue Collar","Married","Tertiary","No",265,"No","No"
"4029","Yes",52,"White Collar","Single","Unknown","No",2227,"No","No"
"4030","No",37,"White Collar","Married","Secondary","No",487,"No","Yes"
"4032","No",36,"Blue Collar","Single","Secondary","No",174,"Yes","No"
"4033","No",58,"Other/Unknown","Married","Secondary","No",14412,"No","No"
"4034","No",37,"White Collar","Married","Tertiary","No",3288,"No","No"
"4035","No",30,"Blue Collar","Single","Secondary","No",57,"No","No"
"4036","No",47,"Blue Collar","Married","Secondary","No",2246,"Yes","No"
"4038","No",42,"White Collar","Divorced","Tertiary","No",0,"No","No"
"4040","No",54,"Blue Collar","Married","Secondary","No",448,"Yes","Yes"
"4041","Yes",53,"White Collar","Married","Primary","No",27,"Yes","No"
"4042","No",33,"Blue Collar","Divorced","Secondary","No",474,"No","No"
"4044","No",39,"Blue Collar","Divorced","Secondary","No",282,"Yes","No"
"4046","No",34,"Blue Collar","Single","Secondary","No",60,"No","No"
"4047","No",39,"White Collar","Single","Tertiary","No",3972,"No","No"
"4048","No",75,"Other/Unknown","Married","Secondary","No",26452,"No","No"
"4049","No",33,"White Collar","Divorced","Secondary","No",818,"Yes","Yes"
"4051","No",37,"Blue Collar","Married","Unknown","No",47,"No","No"
"4052","No",69,"Other/Unknown","Married","Primary","No",279,"No","No"
"4053","No",52,"Other/Unknown","Married","Primary","No",20,"Yes","No"
"4057","No",46,"Blue Collar","Married","Secondary","No",2420,"No","No"
"4058","No",28,"Blue Collar","Married","Secondary","No",100,"Yes","Yes"
"4059","No",41,"White Collar","Married","Secondary","No",0,"No","No"
"4060","No",42,"Blue Collar","Divorced","Secondary","No",1533,"No","Yes"
"4061","No",34,"White Collar","Single","Secondary","No",296,"No","No"
"4062","Yes",28,"Blue Collar","Married","Secondary","No",2788,"Yes","No"
"4063","No",43,"White Collar","Single","Secondary","No",109,"Yes","No"
"4064","No",32,"Blue Collar","Married","Secondary","No",485,"No","No"
"4065","No",33,"Blue Collar","Single","Tertiary","No",125,"No","No"
"4068","No",53,"Blue Collar","Married","Secondary","No",206,"No","No"
"4069","No",30,"Blue Collar","Single","Secondary","No",6900,"No","No"
"4070","No",45,"Blue Collar","Divorced","Secondary","No",-179,"No","No"
"4073","No",45,"Blue Collar","Married","Primary","No",0,"No","No"
"4075","No",53,"White Collar","Married","Primary","No",4086,"No","No"
"4076","No",40,"Blue Collar","Married","Secondary","No",257,"Yes","No"
"4078","No",31,"Blue Collar","Divorced","Secondary","No",6,"Yes","No"
"4079","No",30,"White Collar","Married","Tertiary","No",562,"No","No"
"4080","No",53,"White Collar","Married","Secondary","No",-118,"Yes","No"
"4082","No",26,"White Collar","Single","Secondary","No",565,"Yes","No"
"4083","No",47,"Blue Collar","Married","Secondary","No",0,"Yes","No"
"4085","No",45,"Other/Unknown","Married","Primary","No",180,"Yes","Yes"
"4086","No",35,"White Collar","Married","Tertiary","No",0,"Yes","No"
"4087","No",36,"White Collar","Single","Tertiary","No",876,"Yes","No"
"4088","No",57,"White Collar","Married","Secondary","No",2137,"No","No"
"4089","No",42,"Blue Collar","Married","Primary","No",260,"Yes","No"
"4091","Yes",30,"White Collar","Married","Tertiary","No",944,"No","No"
"4092","No",36,"Blue Collar","Married","Secondary","No",2394,"No","No"
"4093","No",43,"Blue Collar","Married","Secondary","No",297,"Yes","No"
"4095","No",31,"Blue Collar","Single","Tertiary","No",969,"No","No"
"4096","No",35,"Blue Collar","Married","Secondary","No",0,"No","No"
"4098","No",46,"Blue Collar","Married","Secondary","No",410,"No","Yes"
"4099","No",30,"Blue Collar","Married","Secondary","No",1211,"Yes","No"
"4100","No",33,"White Collar","Single","Tertiary","No",71,"No","No"
"4102","No",48,"Blue Collar","Married","Primary","No",559,"Yes","No"
"4103","No",31,"White Collar","Married","Tertiary","No",1170,"No","No"
"4104","No",46,"White Collar","Divorced","Tertiary","No",25,"No","No"
"4105","No",40,"Blue Collar","Married","Secondary","No",1325,"No","No"
"4106","No",39,"White Collar","Married","Secondary","No",0,"No","No"
"4109","Yes",84,"Other/Unknown","Divorced","Primary","No",639,"No","No"
"4110","No",40,"Blue Collar","Married","Primary","No",177,"Yes","Yes"
"4111","No",55,"White Collar","Married","Tertiary","No",236,"No","No"
"4112","No",40,"Blue Collar","Divorced","Secondary","No",1959,"Yes","No"
"4113","No",46,"White Collar","Married","Primary","No",96,"No","No"
"4114","No",43,"White Collar","Single","Tertiary","No",0,"No","No"
"4115","No",34,"Blue Collar","Married","Secondary","No",250,"Yes","No"
"4116","No",35,"Blue Collar","Single","Secondary","No",126,"No","No"
"4117","No",57,"Other/Unknown","Married","Unknown","No",1621,"Yes","No"
"4118","Yes",25,"Other/Unknown","Single","Secondary","No",8,"No","No"
"4119","No",32,"White Collar","Married","Tertiary","No",189,"Yes","No"
"4120","No",52,"Other/Unknown","Single","Secondary","No",316,"No","No"
"4121","No",31,"White Collar","Single","Tertiary","Yes",-282,"Yes","No"
"4122","No",34,"White Collar","Married","Tertiary","No",-308,"Yes","No"
"4123","No",42,"Blue Collar","Divorced","Secondary","No",248,"No","No"
"4124","Yes",47,"Blue Collar","Divorced","Primary","No",126,"Yes","No"
"4125","Yes",50,"White Collar","Divorced","Tertiary","No",13,"Yes","No"
"4126","Yes",30,"Blue Collar","Married","Secondary","No",-393,"Yes","Yes"
